Date,Returns,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2019-06-19,198.34,-27.29,-1.93,-40.61,9.74,-4.73,-108.6,11.24,-38.85,45.13,45.75,11.69,-52.43,-7.06,9.36,-68.3,-29.14,-85.59,61.03,52.26,-43.02,51.48,-105.18,-7.91,76.24
2019-06-20,252.23,85.41,-33.94,16.28,-20.94,35.42,11.7,-24.3,14.57,1.56,-60.11,25.15,-4.3,-54.24,55.39,-59.03,23.23,40.41,11.44,-29.41,32.21,8.69,65.5,35.01,22.64
2019-06-21,699.04,-17.47,-4.09,82.94,-8.65,-24.56,-15.35,-0.29,-29.38,-29.92,-4.45,13.57,20.38,3.51,53.67,50.85,12.75,-21.06,-1.6,70.9,98.42,31.59,-41.5,32.09,-20.12
2019-06-22,442.56,50.94,147.93,-15.96,25.61,-1.91,17.68,-68.86,59.77,-21.89,57.85,-9.9,60.49,3.0,-70.62,60.26,-24.26,66.33,48.53,4.59,-18.65,32.19,-8.56,-15.93,320.41
2019-06-23,166.34,-63.93,325.24,245.85,-150.24,65.57,75.58,35.86,-88.32,127.18,128.3,-19.65,-41.47,248.71,1.3,-345.43,33.98,74.85,-183.54,-90.69,45.97,-38.87,-39.73,-95.07,191.11
2019-06-24,192.18,131.01,25.13,-142.63,37.39,-33.95,59.71,-52.48,-37.19,-11.05,-37.65,-95.71,26.51,123.45,-78.02,109.77,0.23,-30.99,20.0,69.99,134.01,110.39,-116.39,-34.82,-10.37
2019-06-25,724.9,-194.5,-12.13,-11.72,28.12,120.4,14.23,-67.26,52.23,108.54,2.1,-9.68,9.15,-8.28,-33.01,102.48,-25.05,100.15,4.4,-53.23,-73.47,-35.33,74.2,61.85,37.99
2019-06-26,1176.55,16.69,79.81,-2.26,9.81,75.05,89.11,-30.44,90.19,-66.54,43.98,72.97,-26.91,-187.25,104.19,-18.25,66.84,-16.73,-4.4,44.15,-16.99,9.99,184.74,121.87,85.28
2019-06-27,-1792.71,167.5,-45.41,16.5,351.51,195.0,6.21,278.1,-285.22,187.34,-297.94,358.43,-45.61,184.77,64.08,-136.7,71.64,766.69,-143.56,346.77,36.74,-1063.14,-338.6,5.72,495.73
2019-06-28,1244.5,145.27,-369.32,55.62,50.82,15.6,-27.5,-442.55,3.87,-483.79,-103.26,-97.91,384.24,-348.21,-106.22,298.13,-279.81,-737.13,-118.52,207.03,-159.07,-130.85,22.57,360.63,67.65
2019-06-29,-502.3,319.26,-211.97,-302.94,159.18,-81.01,70.28,232.83,-67.24,398.51,215.63,-24.29,230.05,-439.69,228.96,-166.25,194.91,2.11,-76.12,94.53,410.47,-118.11,72.86,21.31,81.23
2019-06-30,-1139.94,-187.24,-395.67,-92.75,-250.47,140.56,-68.71,251.57,50.59,-191.58,-62.94,210.26,148.13,107.64,-68.94,-47.0,-62.53,-63.61,144.11,11.34,-91.91,277.49,-203.29,100.18,-157.53
2019-07-01,-294.9,241.98,-36.46,-25.46,52.22,-84.3,-76.87,-57.04,-206.12,86.3,0.74,-277.45,3.87,56.43,-483.44,63.37,-92.4,145.3,78.58,-97.24,47.19,175.79,-135.59,-356.37,-162.97
2019-07-02,382.72,267.04,-132.39,119.35,76.99,23.85,-94.63,-132.5,19.35,199.79,-59.63,-129.54,69.49,-364.62,-64.05,-336.75,136.56,-72.06,-20.65,6.41,-51.95,274.61,58.43,-88.0,0.0
2019-07-03,1153.5,0.0,0.0,0.0,0.0,0.0,0.0,-681.24,60.14,374.54,-60.11,-126.37,-69.88,62.94,-90.51,614.51,63.74,-106.23,228.61,-21.14,69.92,-70.02,-22.6,116.5,39.92
2019-07-04,-842.47,419.68,105.9,-189.23,150.18,-38.08,201.78,-18.83,-182.42,-229.95,208.33,92.38,-160.71,182.71,-107.59,142.98,55.94,-279.93,-1.92,71.17,25.84,101.31,11.64,540.63,51.69
2019-07-05,-147.55,-137.96,47.68,24.9,-21.94,-236.03,35.78,78.73,-32.49,51.3,-150.62,-34.01,135.2,50.99,72.7,8.45,-108.89,15.82,89.71,-33.52,11.71,-126.23,-150.79,41.92,-474.88
2019-07-06,244.92,16.41,58.74,-122.77,36.78,15.97,-9.98,-288.52,124.17,-97.71,336.41,82.56,-94.27,0.82,-21.9,191.44,-107.42,-98.77,147.57,-90.57,-82.38,-114.71,54.79,-136.51,52.3
2019-07-07,232.85,456.68,-54.06,-32.92,153.39,-82.82,-75.15,37.58,45.49,-97.55,87.33,-46.32,32.55,30.46,-56.09,36.79,200.24,-22.91,-21.3,-95.87,14.9,-36.56,-281.7,42.73,10.03
2019-07-08,832.06,-50.26,34.02,-38.75,-38.35,134.59,-48.53,-42.47,1.15,5.87,49.91,44.65,46.0,15.67,27.82,-25.49,-103.08,-53.37,300.44,-31.57,77.51,-32.18,10.45,-103.25,52.07
2019-07-09,263.29,-49.07,29.26,-55.26,26.5,53.5,-2.87,-44.54,49.58,285.58,82.25,70.0,28.24,-56.37,12.98,-8.53,-5.27,-7.91,31.43,-47.07,360.43,-14.26,129.9,-16.87,-19.57
2019-07-10,-473.08,-38.62,284.49,120.22,6.47,46.78,-46.84,97.82,-324.23,122.88,103.9,-379.43,1.19,85.86,22.3,-76.56,69.95,154.79,-8.1,61.8,-97.51,-115.09,166.4,21.82,-17.0
2019-07-11,-777.21,321.23,22.34,149.32,-80.51,53.64,11.51,-82.86,-85.09,76.06,14.03,42.34,1.97,43.5,4.02,-626.3,-62.62,-73.2,-5.52,-80.62,-160.66,-268.77,155.77,136.86,20.48
2019-07-12,456.98,-174.49,72.78,-44.72,-249.91,-312.22,75.17,101.65,46.16,-176.13,54.88,-29.81,152.89,-18.66,42.57,140.27,-237.57,171.27,7.52,-38.94,-80.08,-433.33,136.89,24.35,-8.46
2019-07-13,-401.64,162.04,-54.29,-47.89,-189.16,131.79,60.25,43.29,249.63,-56.84,51.87,-11.11,50.0,-33.15,6.71,-44.25,-118.57,36.32,89.88,-35.95,21.52,278.22,-100.6,4.27,-37.0
2019-07-14,-1173.96,-8.21,-54.38,-21.6,-61.08,8.87,23.17,-78.93,-88.18,71.88,-18.03,-230.55,-29.36,40.0,49.49,-44.45,82.75,-68.28,7.93,-223.21,68.63,-288.32,132.93,227.49,99.8
2019-07-15,649.2,-46.84,71.61,-49.59,-49.42,-107.21,54.68,-15.75,-85.6,-54.14,-271.66,-87.62,-73.41,54.47,-80.19,-6.65,-215.79,172.04,2.59,-104.5,1.03,169.14,14.64,-170.39,-295.4
2019-07-16,-1420.95,-180.8,41.61,38.39,158.63,-101.41,17.46,-3.83,160.88,-136.36,142.54,-53.49,28.58,-202.79,281.59,168.98,15.14,71.08,-124.65,393.0,-55.33,-28.23,-69.94,168.99,-80.84
2019-07-17,274.53,73.15,17.72,-170.87,-42.2,51.21,10.23,-80.03,61.83,73.04,-158.56,36.85,-5.06,-200.46,-107.53,26.82,87.97,-634.11,-199.76,-90.24,96.73,-94.04,48.12,-167.04,-54.72
2019-07-18,944.27,72.95,-42.93,-95.01,47.71,53.31,93.14,-18.94,35.36,-48.48,-58.5,-87.66,-205.29,305.91,33.49,186.97,53.92,-36.2,81.71,149.52,-210.72,-39.31,157.21,-107.42,-46.21
2019-07-19,-112.39,-79.4,152.87,32.96,-75.52,184.95,-76.53,34.98,-72.63,-90.1,50.0,69.84,-61.61,-375.81,14.73,897.3,166.35,24.29,41.79,-37.32,25.86,90.02,-14.42,11.9,29.77
2019-07-20,217.71,41.79,-91.19,35.23,-34.26,-139.99,77.14,-40.55,149.9,-258.23,-24.98,-16.95,-54.52,220.66,-188.62,4.5,85.57,-22.9,46.87,-41.33,11.23,107.47,62.05,-93.75,52.47
2019-07-21,-163.17,-62.06,-26.4,84.92,1.54,99.72,-26.74,23.56,-34.02,-20.7,21.75,-0.83,4.95,-62.86,19.8,62.05,47.62,157.24,101.04,21.22,-8.56,2.1,30.71,39.19,-257.53
2019-07-22,-263.36,45.03,11.19,-132.42,-80.79,58.9,-62.72,7.55,7.28,77.6,4.78,-128.45,19.17,-14.82,-15.47,-164.53,86.3,-87.16,48.35,68.58,-94.97,106.82,59.19,-17.46,34.88
2019-07-23,-483.92,-3.28,16.14,21.67,2.06,-61.66,47.13,-2.66,-9.41,-60.16,-81.59,29.83,52.86,-5.49,-32.8,-285.55,16.48,-6.17,118.72,-73.39,-154.63,213.7,-55.41,11.4,38.85
2019-07-24,-72.55,-75.22,-39.35,67.43,-45.38,-27.39,-61.41,-116.73,-6.08,-72.79,16.18,19.13,33.47,-35.8,-27.96,22.84,-38.45,52.07,20.06,81.1,54.99,7.65,-29.05,-100.95,-182.28
2019-07-25,140.37,-159.94,7.59,1.16,-55.06,2.27,44.96,-1.8,15.94,49.35,6.32,-52.6,10.34,36.26,-41.11,145.11,54.49,-334.39,39.91,19.88,16.68,30.28,97.64,-1.01,-4.82
2019-07-26,-59.52,353.94,-28.07,-4.82,30.5,-56.72,22.71,15.13,-35.84,34.29,-21.29,6.6,12.92,70.48,-200.0,5.24,21.84,-9.8,1.42,18.6,-154.57,22.69,17.21,15.07,2.84
2019-07-27,-372.72,-186.99,-3.54,-16.64,5.15,29.56,-7.38,-26.7,77.78,9.42,-3.36,-11.18,25.25,-7.0,-4.82,-6.03,17.24,10.92,-21.93,37.93,37.47,-20.52,-4.68,-46.47,57.0
2019-07-28,45.12,303.97,-23.99,2.83,-2.63,5.55,-59.41,2.66,-8.57,-0.27,-11.07,-557.5,0.43,-93.02,16.01,4.31,-0.52,5.16,17.49,-58.24,11.79,38.12,60.27,-69.48,43.39
2019-07-29,-19.19,-63.52,51.37,-16.38,16.29,28.95,6.37,0.18,-24.95,45.45,-52.07,-14.05,58.81,-26.32,-8.48,8.11,21.57,6.07,16.13,-2.93,14.63,-30.13,-63.4,60.99,12.43
2019-07-30,94.84,-1.42,146.69,-32.91,-13.13,14.52,-29.99,-18.55,2.37,-48.34,-71.38,13.83,-33.11,60.36,17.17,-15.53,0.89,12.49,-53.27,30.66,-33.0,44.23,-11.15,4.05,-4.67
2019-07-31,480.47,15.78,-56.03,-55.02,15.55,2.86,18.82,50.78,-3.36,-18.83,18.23,-7.71,53.12,10.01,7.58,0.63,139.0,1.25,-62.93,16.05,-38.97,-82.55,52.01,4.71,13.86
2019-08-01,330.45,115.76,-2.59,-28.24,5.92,-3.89,21.05,63.04,-34.02,24.0,-2.11,17.54,-5.24,71.65,115.48,13.36,86.88,-72.82,46.44,-46.18,13.9,25.41,26.3,-32.41,61.24
2019-08-02,118.82,-20.49,-15.3,-4.11,-18.68,-27.49,-61.84,22.86,17.51,16.52,-25.37,-9.23,25.65,49.81,24.05,-53.02,24.59,37.25,53.58,79.55,98.43,112.39,21.65,-25.9,8.04
2019-08-03,288.53,-21.32,13.21,-5.1,-44.79,35.97,43.28,56.57,47.19,-15.21,-48.01,47.17,-33.0,76.3,-18.23,47.38,26.26,-182.34,20.5,7.38,9.21,-64.12,28.31,82.74,9.47
2019-08-04,157.66,-4.26,123.82,139.63,2.16,60.71,-58.38,5.2,28.63,-27.6,-21.66,17.28,-38.86,-2.01,54.31,-4.41,-42.82,56.12,15.76,21.37,2.68,37.47,-63.95,1.6,-14.26
2019-08-05,840.28,44.53,7.59,-30.69,-63.76,-137.39,-14.2,107.47,-44.78,8.75,42.83,-3.34,-48.72,-15.39,8.27,126.84,174.66,-16.65,-22.98,3.65,-7.02,14.08,18.1,13.97,-8.16
2019-08-06,-350.94,246.8,196.38,181.82,-10.16,-16.92,-9.61,53.0,69.88,84.57,-22.16,-104.5,153.67,9.15,-36.92,20.31,-15.28,111.88,-93.42,36.49,-64.97,-24.48,3.95,54.48,16.32
2019-08-07,508.19,-50.26,-99.13,-10.95,10.53,-0.01,129.5,330.35,64.14,31.98,20.58,-492.0,20.82,-120.83,148.38,-67.76,-28.35,77.2,-81.57,28.68,-35.55,-52.45,-267.66,-71.93,165.35
2019-08-08,-130.92,3.14,46.31,103.14,3.07,53.02,-83.17,14.37,-79.89,32.8,48.36,7.76,109.98,44.4,262.02,46.12,-425.77,-10.0,130.51,-37.86,43.53,75.87,74.24,41.25,4.99
2019-08-09,13.21,-9.76,-85.37,44.44,20.16,5.28,-18.48,-94.24,53.73,8.63,-37.76,-19.3,-19.85,26.98,-142.77,-0.92,-28.88,27.44,-145.93,69.89,-69.05,40.88,118.8,106.0,21.42
2019-08-10,-572.84,0.0,0.0,64.07,-51.18,28.75,-45.65,1.22,-4.44,-45.04,-49.12,-43.21,-21.76,63.52,63.15,-36.35,-44.79,37.49,7.35,46.35,-7.57,53.34,51.1,-86.09,32.07
2019-08-11,243.03,42.23,4.69,-116.4,44.13,-33.56,34.75,-23.19,6.13,27.13,38.59,-24.67,-501.91,52.03,8.41,-28.98,2.49,-53.15,31.96,-9.49,-49.07,7.07,-16.47,-13.22,-2.34
2019-08-12,-145.76,90.83,-32.46,-0.31,30.36,-17.65,-0.35,-29.66,13.76,-26.15,26.58,-12.55,135.5,-39.13,-40.12,-2.03,-4.43,13.1,-28.26,17.61,-13.88,43.39,91.99,4.46,22.43
2019-08-13,-524.02,-60.07,8.36,-40.01,-5.62,-16.08,-36.64,-12.15,30.9,-36.89,-18.93,36.85,-53.37,41.46,20.02,-19.41,9.3,25.83,-0.9,3.58,35.05,-21.96,-24.58,7.99,-18.49
2019-08-14,-840.61,28.48,-10.58,-18.37,-6.04,-36.15,26.33,-15.82,-5.2,-27.69,-28.21,-68.57,27.86,-37.81,-84.76,-176.91,-49.63,-90.38,52.92,16.46,16.0,-12.38,-36.84,13.57,-0.3
2019-08-15,280.98,-132.48,-163.81,75.25,-34.54,-69.68,32.58,15.19,-16.2,-143.97,48.91,26.8,26.52,61.95,-4.71,-104.29,-3.85,-160.11,-96.36,-50.77,-43.82,48.49,14.75,28.05,-194.51
2019-08-16,62.36,61.65,-34.26,-58.86,-169.92,-100.48,-20.01,-110.97,257.68,-16.71,143.47,67.83,108.54,-170.91,25.27,4.62,85.9,-39.39,-28.8,12.27,64.24,272.29,-41.22,45.04,-76.29
2019-08-17,-161.38,-2.2,50.08,-16.67,-11.83,-213.74,-223.88,67.37,-21.63,133.34,31.76,-0.78,49.32,74.89,-100.42,-33.27,302.42,27.38,-27.8,50.26,36.55,-75.72,47.38,-37.47,-42.98
2019-08-18,119.13,-90.36,128.63,-60.58,-31.53,45.92,33.33,-35.28,25.58,20.83,47.15,-51.62,-51.86,5.33,16.29,-43.5,11.19,-29.75,-235.9,125.81,-11.57,-110.72,80.4,81.01,-30.18
2019-08-19,602.02,16.14,-34.98,-24.59,-39.21,10.36,17.82,24.97,-30.2,-25.87,76.45,183.17,12.16,-4.08,61.69,-46.15,0.41,41.62,-45.27,-8.28,-5.13,-11.47,51.47,-64.15,-37.75
2019-08-20,-172.93,7.25,27.4,47.66,9.4,-32.65,-1.6,106.8,247.77,-31.79,-24.52,28.31,-21.23,14.03,25.48,18.89,-14.72,-43.13,40.71,9.7,-34.77,-23.58,48.07,56.57,141.97
2019-08-21,-614.62,-26.03,-13.16,-0.56,-87.32,18.91,-43.52,38.64,20.14,-115.76,-8.28,-46.29,50.49,-64.94,20.89,-63.19,128.22,13.83,10.78,-9.9,-7.56,-27.87,86.46,40.43,-87.34
2019-08-22,32.38,-43.28,-18.68,-73.87,-314.65,-121.9,44.19,-60.46,-64.77,50.4,53.99,-75.33,33.67,-206.34,-12.46,62.38,-29.64,149.17,-11.9,-41.65,37.0,51.72,-110.06,21.94,65.91
2019-08-23,243.32,-62.13,-256.97,101.22,-46.1,88.61,7.4,35.53,-33.56,-44.24,52.63,35.23,-55.78,89.99,70.78,-17.49,7.79,12.88,44.17,26.21,-13.4,6.35,-51.16,37.24,-2.82
2019-08-24,-256.31,-34.47,-27.07,-3.28,53.83,25.88,-32.06,84.31,14.1,-68.89,-51.12,17.41,1.11,78.92,146.76,48.38,-9.33,5.7,1.5,12.66,-0.22,-65.11,64.04,-32.77,13.04
2019-08-25,-16.24,10.86,-25.23,-41.68,10.26,-8.29,-3.81,-22.25,-10.58,-196.94,-133.13,3.12,29.65,-32.32,2.45,9.67,0.09,75.39,-21.27,23.19,31.79,2.45,-32.89,89.15,-15.99
2019-08-26,231.64,-11.83,-43.58,39.78,5.92,-103.74,36.85,10.6,32.47,-23.25,63.21,-17.42,-21.6,207.33,-70.04,-196.88,3.73,-4.23,20.65,0.27,-5.7,-72.15,-2.75,61.51,74.61
2019-08-27,-191.43,372.93,-53.62,-50.06,-108.24,47.82,14.59,21.86,-48.1,4.78,22.05,-0.21,30.14,-23.86,-14.68,-26.87,1.5,3.54,-18.46,-18.82,31.78,-65.69,4.0,43.86,61.4
2019-08-28,-448.95,-28.51,-35.12,-80.44,-41.77,-27.21,80.28,-36.82,-24.84,13.81,-52.95,4.13,-29.27,-3.59,63.41,-7.41,19.9,-9.3,7.96,3.24,-24.47,-14.54,-6.85,-2.89,41.82
2019-08-29,-238.57,-32.11,-43.7,14.02,-25.69,-17.76,62.23,45.91,-26.43,-34.02,30.46,-32.69,25.92,17.73,21.58,30.79,26.74,-12.98,-35.68,-489.73,-32.87,3.14,52.37,10.28,-6.46
2019-08-30,93.68,-34.9,-4.53,-14.56,-83.15,20.8,-22.67,-46.69,-162.68,22.37,75.82,-27.31,6.69,-4.71,5.36,-53.06,96.37,-25.0,56.4,-39.68,6.64,25.38,-14.17,-23.73,2.44
2019-08-31,22.47,-34.02,3.49,-26.19,31.08,23.71,17.42,-21.63,-0.25,40.0,52.07,-0.22,-0.17,13.66,21.0,-27.01,7.91,-13.26,-29.69,-34.89,63.46,48.81,-29.85,5.0,-16.75
2019-09-01,168.69,11.95,33.0,-1.46,-5.36,3.97,-4.68,-16.67,-8.34,-20.59,11.41,7.37,-18.28,30.4,1.91,-18.25,13.86,3.02,-5.71,-17.44,2.35,-88.92,174.63,-41.9,-23.8
2019-09-02,619.16,23.34,-1.12,-5.67,12.79,-0.39,-11.56,2.87,4.88,-23.39,3.01,-13.88,-5.47,0.86,-2.3,5.0,36.92,-35.96,10.44,7.67,25.58,1.69,60.55,94.83,-22.0
2019-09-03,232.92,8.79,-12.53,26.44,-24.06,20.24,-12.03,-17.96,13.48,-7.49,24.0,9.96,47.86,-6.38,75.89,8.84,-23.3,42.83,147.81,53.32,42.45,194.94,1.28,2.78,2.0
2019-09-04,-41.07,12.5,-51.1,39.86,25.57,-4.05,5.11,-15.18,-21.07,-12.73,-57.19,78.8,42.33,141.82,108.05,-43.76,46.57,-16.3,-52.61,13.96,36.91,41.45,-11.22,11.4,-86.2
2019-09-05,15.87,-37.41,-62.79,25.99,79.08,-36.92,-12.11,6.89,-11.7,-56.16,-7.32,57.0,-32.22,-44.86,-81.21,-11.44,17.84,162.35,70.53,-50.74,117.13,-89.31,46.18,-101.32,11.45
2019-09-06,-249.0,-60.23,24.5,8.19,17.78,15.49,28.18,-73.63,10.9,34.98,-18.2,65.24,-67.23,5.77,37.63,-61.03,10.06,-25.54,-32.54,38.34,-4.1,-20.69,37.06,31.77,13.17
2019-09-07,132.37,0.0,-14.37,88.24,-9.4,56.16,-4.66,29.91,11.98,-23.11,6.25,16.73,109.75,3.01,-26.31,22.77,18.71,4.51,-456.76,-69.93,20.5,-18.8,65.88,-81.06,1.0
2019-09-08,-76.43,0.0,20.41,-22.46,-2.83,14.37,4.51,-10.55,32.14,27.28,-12.48,-29.38,55.12,-48.95,24.62,21.53,60.22,33.45,-7.49,-32.01,19.15,23.86,10.68,-20.25,-28.57
2019-09-09,-92.95,29.07,-4.9,-15.04,73.51,5.36,-15.76,12.39,-21.43,-18.66,-10.5,-2.64,-106.77,1.42,-20.46,41.2,-20.15,15.5,-36.63,-37.62,3.74,12.63,50.03,-18.83,8.11
2019-09-10,-213.99,2.07,-8.7,-84.08,-8.29,19.04,-18.84,-61.95,-101.31,1.84,100.35,2.31,179.57,-59.93,-28.31,4.29,-22.36,-72.65,20.52,-15.14,57.34,-80.34,60.97,51.66,-31.01
2019-09-11,61.12,38.07,-17.05,-40.28,16.34,-6.11,-35.47,2.31,6.01,-14.8,-15.58,-3.56,16.79,-0.74,-12.12,-36.8,-44.78,61.7,-13.08,-21.91,-180.32,33.46,53.48,-13.69,14.14
2019-09-12,271.51,37.79,-60.0,-11.69,17.73,-36.04,-29.16,-24.73,56.82,-56.45,4.84,76.9,-12.25,29.1,-60.75,-6.38,-47.88,72.25,-8.16,21.81,17.04,19.27,73.17,-24.7,12.59
2019-09-13,-73.36,-15.11,-23.0,-8.02,-4.18,-25.79,-0.68,-24.81,15.97,68.78,-11.73,23.07,10.39,67.87,122.12,-42.54,18.61,-54.24,26.32,-1.03,5.62,18.6,75.84,6.89,22.56
2019-09-14,1.02,-43.44,-24.19,22.43,5.73,-37.16,-28.51,7.16,-14.98,-18.9,35.68,-35.01,21.29,32.77,-25.5,-8.32,-5.85,-6.15,-78.82,0.42,-7.53,49.35,42.32,-15.5,59.35
2019-09-15,-45.61,-30.08,4.75,-26.16,5.22,-19.76,19.07,-5.79,30.79,-14.98,-7.26,8.01,-13.5,-30.69,54.83,31.92,12.98,-1.11,17.76,11.87,-18.23,31.41,-19.85,-38.95,-1.23
2019-09-16,-43.42,-14.56,15.41,-12.19,-18.89,8.09,5.63,-0.64,-13.13,-13.59,-20.25,26.05,5.01,6.4,-42.78,-6.19,34.34,-4.85,15.76,-22.89,6.24,-33.48,21.57,0.56,12.77
2019-09-17,-79.26,36.13,22.2,-14.3,-42.16,16.3,-1.52,-12.73,-0.68,-8.9,4.3,-1.33,-29.99,-136.61,-8.01,-1.56,-24.06,37.82,-10.58,-10.01,1.02,84.54,88.35,1.88,-33.52
2019-09-18,-29.2,-43.09,0.58,10.71,10.54,-29.99,-0.99,-16.33,7.6,-35.26,-20.85,15.83,-3.69,45.76,-36.25,40.44,-5.99,50.81,-12.16,-8.92,16.78,4.12,-41.52,13.34,-40.73
2019-09-19,77.17,23.13,38.03,-20.46,-19.15,10.23,-8.77,0.57,-7.39,-33.02,-1.17,3.34,-19.43,36.23,2.56,-16.68,-8.42,17.13,2.57,-15.43,1.08,17.01,3.5,-34.7,0.04
2019-09-20,-71.11,14.2,-47.97,-31.99,-282.49,-10.91,80.0,-13.0,6.05,2.79,-3.87,-25.57,8.93,18.74,-12.07,-3.96,27.58,162.53,-6.81,-1.56,63.81,148.41,14.73,-30.41,0.0
2019-09-21,-187.93,-3.75,-23.03,-14.2,39.96,-21.14,-42.19,-1.66,-11.78,-15.03,-5.13,15.21,6.68,51.83,-42.02,4.6,-6.72,-85.89,27.96,45.13,-6.18,-13.98,-11.2,13.99,27.43
2019-09-22,50.38,-6.92,-12.24,-28.43,8.57,-32.86,8.71,-41.9,17.8,-55.68,-32.78,-4.7,62.37,-72.0,31.98,-8.55,37.58,-36.31,-29.76,23.03,21.26,-54.7,19.49,7.66,-9.55
2019-09-23,-338.03,-32.36,-42.88,13.68,-44.29,12.73,42.78,-4.07,102.97,-11.11,-1.35,-15.32,1.74,24.34,-40.29,0.02,5.99,18.84,-18.53,-14.81,10.88,20.11,41.97,-8.71,-11.95
2019-09-24,-1149.92,-34.71,-9.72,-19.79,7.13,-2.06,-23.23,-42.87,-14.13,33.78,22.18,-24.2,-12.06,1.6,-14.05,2.92,-44.29,-67.8,-14.64,44.63,-19.16,-37.52,-19.03,-32.6,-18.41
2019-09-25,-111.46,41.72,-14.71,-4.9,-9.75,12.77,31.59,-15.17,10.97,-29.89,8.85,3.95,-13.39,-40.77,-58.41,-103.98,-6.0,-39.49,-4.86,-844.02,-220.42,182.93,84.53,25.08,-146.55
2019-09-26,-366.8,172.64,-16.0,-100.05,-19.95,-57.66,-13.34,-42.13,-127.97,-67.17,131.48,21.2,-81.02,-31.39,82.62,-17.33,-87.28,49.37,39.35,-33.37,8.61,159.97,74.83,-147.04,-9.83
2019-09-27,131.9,-57.75,-30.14,26.0,-2.0,-8.94,34.47,-7.77,-11.28,34.65,35.83,6.37,-65.87,37.39,-166.9,-71.89,-268.47,20.8,-12.86,189.66,8.93,-24.63,-15.18,44.75,-61.97
2019-09-28,30.28,-86.48,29.37,-10.28,20.06,-17.08,-14.48,41.21,18.7,22.46,-26.07,17.46,-80.86,16.3,7.7,-38.07,26.66,22.18,26.52,-10.4,-26.23,59.98,174.67,-38.41,-3.01
2019-09-29,-171.09,24.03,-38.56,9.6,-7.51,8.17,-18.51,-3.79,56.95,-32.74,40.48,-35.51,-40.06,-60.91,30.38,-40.55,2.83,20.09,54.45,-13.77,8.59,8.02,-27.57,22.37,63.8
2019-09-30,245.57,-10.95,-30.07,-19.81,-23.94,-13.0,9.14,-38.61,4.06,5.46,-6.82,-13.72,5.36,-93.15,-1.72,-22.84,-7.66,69.41,-41.83,-12.78,-25.55,50.56,44.7,34.02,-31.35
2019-10-01,28.86,-29.75,-3.53,-34.63,-9.46,-163.27,-17.73,-42.03,48.29,72.64,129.66,54.86,-15.27,-32.03,110.47,94.27,74.65,-9.03,-26.48,28.18,-6.8,-44.2,29.22,-18.09,55.63
2019-10-02,53.89,-77.32,64.36,148.57,-11.57,16.38,-3.18,-31.5,31.23,-43.24,-50.22,-15.27,53.39,-42.86,26.95,-14.45,40.97,60.13,-158.24,15.62,4.76,65.68,-55.44,24.49,-20.38
2019-10-03,-178.06,-12.71,-18.85,-27.23,12.59,-50.92,-44.69,33.03,-3.52,33.05,-1.33,14.95,31.48,-64.68,-5.56,24.36,-1.16,-12.47,5.73,-5.75,32.77,-33.25,36.0,15.45,96.6
2019-10-04,-49.15,-36.52,0.26,18.85,-20.97,8.15,-44.62,-26.66,-4.01,17.95,-8.13,-67.58,11.16,6.38,-16.09,-106.15,-1.59,68.96,-36.4,-1.43,14.92,-13.29,33.56,16.37,0.0
2019-10-05,-6.33,0.0,-78.76,-17.69,-1.91,-36.81,34.13,11.46,24.5,-41.06,29.6,-1.77,32.11,-26.75,44.78,-5.24,-13.46,34.57,-11.42,14.74,5.7,-32.59,17.81,-1.19,-29.9
2019-10-06,-290.96,-24.04,-1.97,19.01,-2.35,-3.7,-10.4,13.14,-9.32,-30.19,-7.29,8.87,-7.55,-18.06,4.8,-47.62,40.53,-2.98,-21.45,23.85,9.67,16.34,57.86,-14.39,0.91
2019-10-07,348.66,0.62,-77.05,1.36,-10.95,30.21,-19.24,-92.77,3.6,-91.13,57.81,-28.46,37.72,1.53,-45.81,3.42,100.77,-15.8,-9.8,-148.0,56.19,5.63,17.2,-74.01,6.0
2019-10-08,-20.5,-35.98,-9.03,14.07,44.95,-30.26,-0.97,-8.65,26.0,35.23,30.54,78.47,-18.01,131.05,46.9,5.67,27.47,52.18,24.75,-22.92,-16.03,-20.51,-9.62,42.3,-38.94
2019-10-09,403.84,26.42,69.3,-18.47,-6.26,-41.24,20.66,-10.07,-31.47,-40.24,0.86,-7.43,16.28,47.32,-23.3,-11.03,-7.91,-16.21,5.21,15.3,-27.07,-41.06,35.74,34.93,-10.76
2019-10-10,-2.5,-1.01,-14.06,-13.83,-28.89,-2.77,25.75,-8.36,30.86,12.54,5.97,20.86,-28.36,-22.72,75.82,212.13,122.39,9.55,57.64,-23.89,-6.26,-21.04,-25.37,18.71,8.18
2019-10-11,-316.75,-8.57,-18.45,-1.99,6.02,18.11,-11.95,33.59,16.93,-52.11,-31.14,-1.97,15.41,-62.4,14.04,3.81,47.17,-4.22,-27.04,19.61,36.11,2.79,-20.52,22.4,1.87
2019-10-12,41.46,-53.15,14.51,-8.61,36.22,149.12,-284.2,-12.15,-27.5,-28.65,-25.11,30.1,-68.22,37.79,1.85,-27.16,27.09,-4.96,-3.11,-22.2,33.35,-12.0,-18.71,2.37,-53.42
